response_id	property_id	stay_date_weekday	season	purpose	channel	loyalty_tier	room_type	stay_nights	lead_time_days	rate_usd	issue_reported	cleanliness_score	staff_friendliness_score	checkin_score	room_comfort_score	value_for_money_score	wifi_score	breakfast_score	noise_level_score	problem_resolution_score	overall_satisfaction_score	likelihood_to_recommend	comment_text
R002645	H016	Sat	Summer	Business	OTA	None	Standard	5	10	145.55	0	5	6	4	6	7	7	7	5	7	6	5	problem wasn’t resolved; wifi kept dropping; met expectations
R002646	H009	Fri	Fall	Leisure	Direct	Gold	Standard	7	15	141.38	0	8	2	8	7	8	4	3	5	3	5	5	room felt small; could be better
R002647	H008	Fri	Fall	Leisure	Direct	None	Standard	3	34	189.44	0	2	4	3	5	1	5	6	3	2	3	3	cleaning was excellent; not what I expected
R002648	H020	Thu	Spring	Leisure	OTA	None	Standard	4	20	106.84	0	1	3	4	6	4	5	3	4	2	4	5	quiet at night; needs improvement
R002649	H001	Sun	Spring	Leisure	Direct	None	Standard	5	14	188.22	0	1	6	2	5	4	1	5	2	1	3	5	street noise was noticeable; wifi was fast; not what I expected
R002650	H006	Thu	Winter	Leisure	Corporate	None	Premium	5	16	135.18	0	3	3	1	2	3	1	1	2	2	2	2	breakfast was crowded; bed was comfortable; won’t be back
R002651	H014	Wed	Fall	Leisure	Corporate	None	Standard	2	39	80.0	0	3	6	5	4	5	5	4	6	1	3	2	problem wasn’t resolved; cleaning was excellent; not what I expected
R002652	H018	Sun	Spring	Business	Direct	Gold	Standard	4	23	134.34	0	4	3	3	4	7	3	7	1	8	4	4	quiet at night; not what I expected
R002653	H010	Fri	Summer	Leisure	OTA	None	Standard	1	7	250.07	0	4	7	8	8	6	4	6	3	3	6	8	room felt small; could be better
R002654	H015	Thu	Summer	Leisure	Direct	Silver	Premium	5	12	183.3	1	5	4	4	2	5	2	3	5	6	4	6	slow response from staff; won’t be back
R002655	H005	Fri	Fall	Business	Direct	None	Standard	6	4	80.0	0	6	5	6	6	9	6	10	5	10	7	7	could hear neighbors; could be better
R002656	H019	Wed	Fall	Leisure	Corporate	Silver	Standard	5	13	134.58	0	5	5	4	6	4	4	7	4	3	5	6	bed was comfortable; issue was resolved quickly; met expectations
R002657	H012	Thu	Winter	Business	Corporate	None	Standard	7	37	229.2	0	1	4	3	5	6	2	4	1	4	4	5	room felt small; long line at check-in; won’t be back
R002658	H015	Tue	Spring	Leisure	Corporate	Gold	Standard	5	16	157.1	0	3	3	6	3	4	2	4	3	2	3	3	slow response from staff; could hear neighbors; not what I expected
R002659	H004	Sat	Summer	Business	Direct	Diamond	Standard	3	2	206.43	0	7	8	6	4	8	3	8	5	6	7	7	wifi was fast; cleaning was excellent; okay overall
R002660	H010	Fri	Fall	Business	OTA	None	Standard	1	23	151.28	0	10	8	7	8	8	7	8	9	8	9	10	AC was loud; would definitely return
R002661	H015	Sat	Summer	Leisure	OTA	Diamond	Standard	1	13	186.04	0	7	5	8	7	8	6	8	9	10	7	8	cleaning was excellent; breakfast was crowded; met expectations
R002662	H009	Wed	Summer	Business	Group	None	Standard	7	25	177.12	0	6	6	4	7	6	5	8	6	4	6	5	problem wasn’t resolved; met expectations
R002663	H020	Sun	Fall	Business	OTA	Silver	Standard	6	15	136.25	1	5	4	3	3	7	1	4	1	5	4	3	internet was reliable; not what I expected
R002664	H017	Wed	Spring	Business	Group	Gold	Standard	3	35	209.29	0	6	6	5	4	5	6	6	4	6	5	5	wifi was weak in the room; okay overall
R002665	H003	Wed	Winter	Business	Direct	None	Standard	7	7	266.89	1	4	5	3	3	1	3	1	3	1	2	2	good coffee; not what I expected
R002666	H017	Sun	Fall	Leisure	OTA	None	Standard	2	4	198.08	0	5	5	4	9	6	7	5	7	6	6	5	check-in was quick; could be better
R002667	H008	Fri	Summer	Leisure	Corporate	None	Standard	6	29	181.24	0	4	2	5	5	3	5	3	5	7	5	3	wifi was weak in the room; could be better
R002668	H012	Sun	Fall	Business	OTA	Silver	Standard	2	0	124.41	0	6	6	8	7	3	5	7	5	4	6	6	staff was friendly; met expectations
R002669	H009	Fri	Spring	Leisure	OTA	None	Standard	5	16	231.29	0	4	2	7	4	1	2	2	1	4	4	3	great service from the team; not what I expected
R002670	H015	Tue	Summer	Business	OTA	Gold	Standard	1	28	144.34	1	2	4	1	6	2	2	5	1	4	3	4	bed was comfortable; won’t be back
R002671	H009	Wed	Spring	Leisure	Group	None	Standard	5	0	208.64	1	5	6	6	5	6	6	2	8	5	6	7	good coffee; okay overall
R002672	H010	Sat	Spring	Business	Direct	Diamond	Standard	4	19	220.7	1	7	6	7	6	10	6	9	5	10	8	8	slow response from staff; could be better
R002673	H012	Thu	Winter	Business	Group	None	Standard	5	0	234.25	0	4	3	4	3	5	2	5	3	4	4	5	good value; problem wasn’t resolved; not what I expected
R002674	H005	Fri	Summer	Business	OTA	Silver	Standard	1	0	235.37	0	7	7	8	8	8	9	9	10	7	7	7	great service from the team; okay overall
R002675	H009	Tue	Spring	Leisure	OTA	None	Standard	3	5	233.2	1	7	7	3	5	10	5	4	5	4	4	6	quiet at night; AC was loud; won’t be back
R002676	H001	Wed	Spring	Business	OTA	None	Standard	2	16	99.63	0	3	6	5	5	3	1	3	2	2	4	4	internet was reliable; needs improvement
R002677	H002	Sat	Spring	Business	Direct	None	Premium	5	10	123.46	0	6	3	5	5	6	4	5	5	8	5	6	room felt small; breakfast was great; okay overall
R002678	H014	Sun	Spring	Leisure	Group	Silver	Standard	1	31	92.65	0	9	10	10	10	10	8	9	10	10	10	10	bathroom could be cleaner; highly recommend
R002679	H006	Wed	Summer	Leisure	Group	None	Standard	7	19	88.61	0	6	6	1	4	2	4	4	3	5	4	5	keys didn’t work at first; overpriced for what you get; not what I expected
R002680	H014	Tue	Summer	Business	Group	Silver	Standard	2	12	266.52	0	5	7	9	5	4	5	6	9	3	6	7	great view from the room; met expectations
R002681	H016	Mon	Summer	Leisure	Group	Diamond	Premium	4	2	115.84	0	9	8	10	10	10	9	10	10	10	9	8	hallways felt dirty; highly recommend
R002682	H014	Mon	Spring	Leisure	OTA	None	Standard	7	21	107.41	0	8	7	8	5	8	4	10	10	6	6	7	limited breakfast options; okay overall
R002683	H009	Sat	Summer	Business	OTA	None	Standard	3	43	171.65	1	2	6	5	3	2	5	3	4	5	3	3	slow response from staff; needs improvement
R002684	H012	Thu	Winter	Leisure	Corporate	None	Premium	4	10	130.24	0	5	6	5	6	6	8	5	5	7	6	5	overpriced for what you get; good coffee; met expectations
R002685	H016	Wed	Summer	Business	Direct	None	Standard	7	11	310.71	0	4	3	2	5	1	3	3	3	3	3	3	slow response from staff; won’t be back
R002686	H007	Sat	Fall	Leisure	Corporate	Silver	Standard	1	5	158.59	1	4	5	6	5	3	5	7	4	7	6	5	great view from the room; okay overall
R002687	H009	Sat	Summer	Business	OTA	Gold	Standard	4	32	201.71	0	3	6	4	2	1	3	5	6	3	3	4	breakfast was great; overpriced for what you get; won’t be back
R002688	H005	Wed	Fall	Leisure	OTA	None	Standard	4	29	128.17	0	5	5	6	4	5	4	7	4	10	5	4	long line at check-in; okay overall
R002689	H005	Sun	Winter	Business	OTA	None	Premium	6	13	80.0	0	7	8	6	6	6	7	8	6	10	7	8	staff was friendly; okay overall
R002690	H002	Thu	Summer	Business	OTA	Silver	Standard	5	11	131.28	0	5	4	5	4	3	5	2	5	2	5	5	maintenance fixed it; could be better
R002691	H002	Tue	Summer	Leisure	Direct	None	Standard	4	7	131.92	1	2	1	2	3	3	3	6	1	2	2	1	wifi kept dropping; front desk was unhelpful; not what I expected
R002692	H003	Sun	Summer	Business	OTA	Silver	Standard	4	15	131.5	0	4	3	1	2	5	1	5	2	6	3	2	wifi was fast; needs improvement
R002693	H016	Tue	Summer	Leisure	OTA	Diamond	Suite	2	30	80.0	0	7	10	9	9	9	10	10	9	9	10	10	bathroom could be cleaner; maintenance fixed it; would definitely return
R002694	H013	Sun	Winter	Leisure	Direct	None	Standard	3	18	183.16	0	6	8	5	7	6	7	6	2	4	7	7	limited breakfast options; problem wasn’t resolved; met expectations
R002695	H002	Fri	Summer	Leisure	Direct	Silver	Standard	7	33	154.79	0	4	2	4	6	8	5	7	5	2	5	5	quiet at night; met expectations
R002696	H016	Sun	Summer	Business	OTA	Gold	Premium	5	9	82.49	0	7	9	7	6	9	9	8	3	6	7	8	long line at check-in; met expectations
R002697	H016	Tue	Summer	Leisure	Direct	Silver	Standard	5	0	181.38	0	5	6	3	7	4	6	5	5	7	5	7	great service from the team; cleaning was excellent; met expectations
R002698	H019	Wed	Winter	Business	Corporate	Gold	Premium	1	49	220.73	0	9	10	10	10	7	8	9	7	10	10	9	quiet at night; would definitely return
R002699	H020	Sun	Winter	Business	Direct	Gold	Standard	3	21	246.86	0	7	7	10	7	5	8	9	6	9	8	9	room felt small; met expectations
R002700	H002	Sat	Fall	Leisure	OTA	Silver	Standard	2	27	80.0	0	3	6	3	4	6	5	2	2	4	3	3	bed was comfortable; needs improvement
R002701	H011	Sun	Spring	Leisure	Direct	Silver	Premium	7	9	131.15	0	4	4	4	3	6	3	3	4	7	4	4	staff was friendly; not what I expected
R002702	H017	Wed	Spring	Business	OTA	Gold	Suite	7	2	92.75	0	8	5	5	4	7	7	7	4	7	6	5	noise from hallway; problem wasn’t resolved; met expectations
R002703	H005	Fri	Winter	Business	OTA	Silver	Standard	3	20	135.86	0	7	9	9	5	7	9	8	3	5	6	6	limited breakfast options; AC was loud; met expectations
R002704	H012	Wed	Summer	Leisure	OTA	Silver	Standard	3	0	258.31	0	5	3	5	5	3	4	6	7	6	4	5	wifi kept dropping; cleaning was excellent; won’t be back
R002705	H002	Wed	Summer	Leisure	OTA	None	Premium	5	15	131.37	0	4	4	4	1	3	4	4	6	3	4	5	good coffee; hallways felt dirty; needs improvement
R002706	H007	Thu	Fall	Business	OTA	Gold	Standard	2	30	146.5	0	10	10	10	10	10	7	7	8	10	10	9	breakfast was great; highly recommend
R002707	H020	Fri	Summer	Leisure	Direct	None	Standard	4	23	125.26	0	5	5	6	7	3	2	4	4	5	5	6	problem wasn’t resolved; cleaning was excellent; could be better
R002708	H015	Thu	Spring	Business	OTA	None	Standard	2	21	272.56	1	8	7	7	7	5	3	7	8	5	6	8	great view from the room; okay overall
R002709	H006	Tue	Winter	Business	OTA	None	Premium	4	39	80.0	0	3	1	3	1	4	3	2	3	4	3	4	quiet at night; won’t be back
R002710	H020	Sat	Spring	Leisure	OTA	None	Standard	6	23	141.62	0	4	5	3	7	4	8	6	5	6	5	6	wifi kept dropping; met expectations
R002711	H005	Sun	Summer	Leisure	OTA	Silver	Suite	6	0	123.06	0	6	8	6	8	4	9	6	7	5	7	6	keys didn’t work at first; met expectations
R002712	H008	Wed	Fall	Business	Corporate	None	Standard	1	16	80.0	1	1	1	2	4	1	2	3	3	4	2	1	hallways felt dirty; needs improvement
R002713	H009	Sat	Winter	Business	OTA	Silver	Suite	3	41	241.13	0	7	5	5	8	5	6	8	5	9	7	8	check-in was quick; met expectations
R002714	H013	Sat	Spring	Business	Direct	Silver	Standard	3	14	80.0	0	7	7	7	9	5	5	9	5	9	8	9	room was spotless; met expectations
R002715	H006	Tue	Summer	Leisure	Direct	None	Standard	6	40	147.43	0	4	4	1	1	3	2	2	1	3	4	4	room was spotless; needs improvement
R002716	H006	Fri	Summer	Business	Direct	None	Standard	3	30	170.28	0	6	3	4	2	3	5	7	4	2	4	4	took too long to address; not what I expected
R002717	H014	Sun	Summer	Business	OTA	Silver	Standard	4	13	129.94	1	8	10	8	7	6	10	8	8	9	8	8	long line at check-in; could be better
R002718	H005	Sat	Summer	Leisure	Corporate	Gold	Standard	2	5	80.0	0	5	6	3	5	7	6	7	7	6	6	7	keys didn’t work at first; overpriced for what you get; met expectations
R002719	H003	Mon	Spring	Business	Corporate	None	Standard	3	22	164.9	0	5	3	6	6	6	6	4	7	6	5	6	issue was resolved quickly; okay overall
R002720	H003	Fri	Summer	Leisure	OTA	None	Standard	4	33	129.29	1	4	8	3	5	5	3	2	5	5	4	4	bed was comfortable; maintenance fixed it; won’t be back
R002721	H007	Sat	Spring	Business	Direct	None	Standard	2	0	223.52	0	2	1	2	3	6	1	2	1	3	3	2	wifi was fast; won’t be back
R002722	H001	Fri	Summer	Leisure	Corporate	None	Standard	1	19	205.97	0	3	3	1	1	4	3	4	1	7	4	4	noise from hallway; not what I expected
R002723	H001	Mon	Winter	Business	Direct	None	Standard	1	0	291.66	0	5	3	2	4	1	1	2	5	4	3	2	street noise was noticeable; needs improvement
R002724	H015	Mon	Summer	Business	OTA	Diamond	Standard	4	14	181.6	0	8	7	6	7	9	5	5	7	6	7	8	staff was friendly; great view from the room; met expectations
R002725	H011	Sat	Fall	Business	Corporate	None	Standard	2	0	210.36	0	5	6	3	3	4	4	5	1	8	5	6	fees felt high; AC was loud; met expectations
R002726	H003	Thu	Summer	Leisure	OTA	None	Standard	1	25	153.46	0	2	4	2	3	3	3	4	1	1	3	4	noise from hallway; won’t be back
R002727	H006	Sun	Spring	Leisure	Direct	Gold	Standard	6	10	277.7	0	5	4	3	2	4	4	4	2	5	4	5	keys didn’t work at first; needs improvement
R002728	H014	Wed	Fall	Business	Direct	Silver	Suite	7	32	175.62	0	10	9	8	10	10	9	10	7	10	10	10	noise from hallway; would definitely return
R002729	H017	Sat	Spring	Business	OTA	None	Suite	4	12	168.85	0	4	6	7	6	4	5	8	5	6	6	5	could hear neighbors; okay overall
R002730	H018	Mon	Fall	Leisure	Direct	Silver	Standard	5	10	207.43	0	5	6	4	6	9	5	8	5	7	7	7	keys didn’t work at first; okay overall
R002731	H005	Sat	Winter	Business	OTA	Diamond	Standard	2	0	136.3	0	7	9	10	10	7	4	4	10	9	8	7	wifi kept dropping; breakfast was great; met expectations
R002732	H017	Sat	Fall	Business	OTA	None	Standard	1	23	145.02	1	8	4	7	4	4	4	3	6	7	5	5	long line at check-in; bed was comfortable; okay overall
R002733	H009	Wed	Winter	Leisure	Direct	None	Premium	1	24	207.39	0	5	4	5	3	4	6	2	3	4	4	4	problem wasn’t resolved; front desk was unhelpful; not what I expected
R002734	H006	Wed	Spring	Business	Direct	Gold	Standard	2	29	218.93	1	4	2	5	4	4	5	2	6	1	2	1	long line at check-in; needs improvement
R002735	H012	Sun	Fall	Business	Corporate	Gold	Premium	1	26	210.82	0	5	7	5	7	5	6	10	5	10	6	5	long line at check-in; fees felt high; could be better
R002736	H003	Sat	Summer	Business	OTA	Diamond	Suite	6	23	170.19	0	3	5	4	3	4	6	5	1	6	4	2	quiet at night; mobile check-in worked well; won’t be back
R002737	H010	Fri	Spring	Business	Corporate	None	Standard	6	25	191.23	0	7	5	4	5	6	2	3	5	1	4	3	staff was friendly; not what I expected
R002738	H009	Thu	Winter	Business	OTA	Diamond	Standard	6	26	232.63	0	1	2	6	5	6	4	6	4	8	4	4	street noise was noticeable; needs improvement
R002739	H012	Sun	Winter	Leisure	Direct	None	Standard	3	29	109.36	0	6	6	6	6	1	3	4	6	9	5	5	could hear neighbors; bathroom could be cleaner; met expectations
R002740	H004	Sat	Spring	Leisure	OTA	Gold	Standard	3	0	175.08	0	3	5	6	1	3	2	1	4	3	3	4	AC was loud; good value; needs improvement
R002741	H002	Wed	Summer	Business	OTA	Gold	Standard	3	12	80.0	0	3	4	5	4	2	4	6	2	5	4	4	staff was friendly; hallways felt dirty; won’t be back
R002742	H008	Thu	Summer	Leisure	OTA	None	Standard	2	0	219.41	0	3	6	2	2	2	4	1	1	1	4	4	room felt small; won’t be back
R002743	H020	Mon	Fall	Business	Corporate	None	Standard	4	22	128.04	0	3	6	5	6	6	5	7	3	2	5	5	room was spotless; could be better
R002744	H012	Sat	Fall	Leisure	Group	Silver	Premium	4	38	129.64	0	8	7	7	6	7	8	6	6	8	5	5	good coffee; keys didn’t work at first; okay overall
R002745	H011	Sat	Fall	Business	Corporate	Gold	Standard	2	29	167.69	1	8	9	8	7	5	3	4	4	6	6	6	wifi kept dropping; problem wasn’t resolved; okay overall
R002746	H013	Wed	Summer	Leisure	OTA	None	Standard	2	11	212.15	1	7	5	7	8	9	9	5	5	6	6	6	problem wasn’t resolved; met expectations
R002747	H011	Wed	Spring	Business	OTA	Gold	Premium	4	24	318.51	0	5	8	8	8	7	6	4	1	6	6	6	bathroom could be cleaner; could be better
R002748	H005	Tue	Summer	Business	OTA	None	Standard	1	22	81.82	0	8	6	8	7	4	3	3	5	5	6	5	front desk was unhelpful; okay overall
R002749	H020	Tue	Spring	Business	Direct	None	Standard	5	21	124.03	0	6	9	5	6	4	5	7	8	7	5	5	front desk was unhelpful; check-in was quick; okay overall
R002750	H005	Sun	Spring	Business	Corporate	None	Standard	3	2	188.72	0	10	10	10	10	10	10	10	10	8	10	10	issue was resolved quickly; highly recommend
R002751	H013	Sat	Fall	Business	Corporate	Diamond	Standard	5	34	131.4	0	8	8	5	7	7	7	8	1	7	7	7	wifi was fast; could be better
R002752	H018	Thu	Summer	Leisure	Direct	None	Standard	6	4	225.16	0	5	7	7	5	7	6	5	5	6	5	4	room was spotless; met expectations
R002753	H014	Mon	Spring	Leisure	Group	Silver	Premium	3	14	164.93	0	7	7	7	8	5	9	7	8	6	6	5	problem wasn’t resolved; met expectations
R002754	H019	Tue	Spring	Business	Corporate	None	Standard	3	30	228.12	0	9	7	5	4	6	3	3	6	2	6	5	room felt small; okay overall
R002755	H004	Fri	Spring	Leisure	OTA	Diamond	Standard	4	14	160.09	0	7	10	8	9	9	10	10	6	6	10	10	bathroom could be cleaner; fees felt high; highly recommend
R002756	H013	Tue	Summer	Leisure	Group	Gold	Premium	1	19	207.69	0	7	5	8	7	7	6	6	2	7	6	6	front desk was unhelpful; fees felt high; okay overall
R002757	H002	Wed	Spring	Leisure	Direct	None	Standard	2	19	117.57	1	3	6	6	5	5	3	4	3	6	5	5	wifi was fast; could be better
R002758	H012	Sun	Fall	Leisure	Direct	None	Premium	1	19	291.25	0	7	7	7	9	5	8	6	5	6	8	8	staff was friendly; internet was reliable; met expectations
R002759	H004	Fri	Summer	Leisure	Direct	None	Standard	2	19	80.0	0	3	3	1	4	1	1	3	2	4	2	1	street noise was noticeable; not what I expected
R002760	H014	Sat	Spring	Business	OTA	None	Standard	5	21	132.53	1	7	6	6	4	5	7	8	8	4	5	3	great view from the room; bathroom could be cleaner; met expectations
R002761	H007	Mon	Summer	Leisure	OTA	Gold	Standard	2	19	89.78	0	4	3	4	5	6	2	2	3	5	4	4	wifi kept dropping; not what I expected
R002762	H003	Wed	Fall	Leisure	Group	Silver	Standard	4	7	223.02	0	5	2	6	7	6	6	8	4	2	4	4	bathroom could be cleaner; not what I expected
R002763	H018	Sun	Fall	Business	Direct	None	Premium	5	0	207.38	0	4	9	9	7	4	7	7	7	9	7	8	wifi was fast; met expectations
R002764	H018	Sat	Summer	Business	Direct	Gold	Standard	5	30	101.91	0	5	6	4	6	7	4	6	7	5	6	6	problem wasn’t resolved; could be better
R002765	H004	Fri	Spring	Business	OTA	Silver	Standard	4	31	234.83	0	7	8	10	9	9	7	7	7	6	8	5	room was spotless; met expectations
R002766	H005	Fri	Summer	Leisure	Direct	None	Standard	5	22	133.09	1	7	6	8	6	7	5	5	4	9	7	8	wifi kept dropping; met expectations
R002767	H001	Tue	Fall	Business	Corporate	None	Standard	4	22	198.24	0	6	6	10	5	5	5	3	6	8	6	7	room felt small; could be better
R002768	H014	Fri	Fall	Leisure	OTA	None	Standard	4	7	212.33	0	7	8	8	9	6	7	2	3	10	6	5	cleaning was excellent; met expectations
R002769	H018	Mon	Summer	Leisure	Group	Silver	Standard	6	0	160.31	0	5	6	4	4	7	5	3	2	5	5	5	good coffee; wifi was weak in the room; could be better
R002770	H005	Tue	Summer	Leisure	OTA	None	Standard	4	15	229.59	0	5	7	9	5	5	4	2	4	5	6	5	took too long to address; wifi was fast; met expectations
R002771	H010	Thu	Spring	Business	Direct	Silver	Premium	3	0	166.35	0	8	9	4	7	8	8	7	4	6	8	8	noise from hallway; maintenance fixed it; could be better
R002772	H015	Mon	Winter	Leisure	Direct	None	Standard	7	20	195.32	0	3	6	2	3	1	1	4	3	1	3	3	bathroom could be cleaner; breakfast was great; not what I expected
R002773	H009	Tue	Spring	Leisure	Direct	Silver	Standard	7	34	158.55	1	3	7	4	4	1	5	3	2	6	4	4	limited breakfast options; long line at check-in; won’t be back
R002774	H016	Tue	Winter	Business	Group	None	Standard	7	11	80.0	0	7	10	10	10	9	8	10	7	10	10	10	wifi was weak in the room; good value; highly recommend
R002775	H016	Wed	Summer	Leisure	OTA	Silver	Premium	6	11	167.59	0	10	9	10	9	10	7	10	10	9	9	8	great service from the team; internet was reliable; great stay overall
R002776	H015	Sat	Spring	Business	OTA	None	Standard	3	6	122.58	0	5	7	4	6	7	5	7	6	6	6	5	overpriced for what you get; maintenance fixed it; okay overall
R002777	H015	Sun	Summer	Leisure	Direct	None	Standard	7	19	258.54	0	6	3	6	4	5	6	4	5	6	5	6	great service from the team; could be better
R002778	H009	Tue	Summer	Business	Corporate	None	Standard	5	18	93.15	0	3	4	6	5	9	3	4	2	4	6	6	slow response from staff; bathroom could be cleaner; okay overall
R002779	H008	Tue	Winter	Business	Direct	Silver	Standard	7	6	248.5	0	5	2	5	4	5	4	7	4	8	5	5	good coffee; okay overall
R002780	H013	Sat	Summer	Business	Corporate	Gold	Standard	1	29	164.27	0	7	9	8	8	8	8	10	8	8	8	10	problem wasn’t resolved; could be better
R002781	H003	Tue	Winter	Business	Corporate	None	Standard	1	50	199.37	0	4	5	3	3	1	5	2	3	1	3	4	bed was comfortable; not what I expected
R002782	H012	Sat	Winter	Business	Direct	Gold	Premium	1	32	92.21	0	7	6	7	10	8	8	5	10	6	7	7	good value; okay overall
R002783	H001	Mon	Fall	Leisure	OTA	Silver	Standard	7	17	156.47	0	2	8	5	5	3	5	4	5	3	4	3	overpriced for what you get; needs improvement
R002784	H015	Fri	Winter	Business	Direct	Silver	Suite	3	17	135.12	0	8	6	4	4	6	3	6	6	8	6	6	wifi was fast; okay overall
R002785	H013	Tue	Spring	Business	OTA	Silver	Standard	1	12	301.19	0	6	8	5	8	8	3	8	6	4	7	6	mobile check-in worked well; reasonable rate; okay overall
R002786	H010	Sat	Summer	Leisure	Group	None	Standard	6	12	133.64	0	7	7	9	8	7	10	8	5	6	9	9	issue was resolved quickly; would definitely return
R002787	H007	Thu	Spring	Leisure	OTA	Gold	Standard	6	29	244.2	0	10	7	6	7	6	9	8	7	8	8	8	good coffee; met expectations
R002788	H011	Tue	Spring	Business	Corporate	Gold	Standard	7	30	245.04	1	5	8	6	6	4	4	8	3	9	6	7	great service from the team; wifi was fast; okay overall
R002789	H013	Wed	Summer	Leisure	OTA	Gold	Premium	5	4	243.36	0	5	6	7	4	4	8	5	7	6	6	6	fees felt high; met expectations
R002790	H014	Thu	Summer	Business	Direct	None	Standard	5	22	139.37	0	8	8	4	8	6	7	5	4	5	7	7	reasonable rate; could be better
R002791	H019	Sun	Summer	Leisure	Corporate	Silver	Premium	5	31	283.29	0	7	8	6	7	7	10	9	7	6	7	7	cleaning was excellent; okay overall
R002792	H004	Thu	Fall	Business	OTA	None	Standard	5	14	295.73	0	3	1	3	4	1	1	2	2	2	2	3	front desk was unhelpful; not what I expected
R002793	H001	Tue	Winter	Leisure	Direct	Silver	Standard	4	15	197.03	0	5	8	6	6	5	5	6	6	9	6	4	issue was resolved quickly; check-in was quick; okay overall
R002794	H014	Thu	Summer	Leisure	OTA	None	Standard	1	26	147.08	0	5	5	1	5	1	3	3	1	4	3	4	keys didn’t work at first; fees felt high; not what I expected
R002795	H004	Tue	Spring	Leisure	OTA	None	Standard	2	27	123.36	0	6	4	5	5	5	5	7	5	7	5	6	noise from hallway; great view from the room; met expectations
R002796	H003	Sun	Winter	Leisure	Corporate	Silver	Standard	7	23	203.31	0	2	3	2	1	3	1	5	2	2	2	1	bathroom could be cleaner; noise from hallway; not what I expected
R002797	H006	Sat	Fall	Leisure	Direct	Gold	Premium	1	21	178.89	0	2	4	1	2	7	3	2	1	2	3	2	long line at check-in; needs improvement
R002798	H015	Mon	Summer	Business	Corporate	None	Standard	1	23	185.96	0	1	2	2	2	2	1	3	3	1	1	1	maintenance fixed it; won’t be back
R002799	H002	Fri	Spring	Leisure	OTA	Silver	Standard	6	15	94.13	0	3	3	5	2	3	2	2	3	5	3	4	good coffee; street noise was noticeable; needs improvement
R002800	H008	Fri	Spring	Leisure	Direct	Silver	Premium	7	5	176.98	0	5	5	8	4	5	4	1	6	6	5	6	internet was reliable; keys didn’t work at first; okay overall
R002801	H003	Tue	Spring	Leisure	Direct	Diamond	Standard	4	0	243.63	0	7	3	5	4	2	8	3	6	2	5	5	street noise was noticeable; met expectations
R002802	H017	Fri	Summer	Business	Corporate	Silver	Premium	1	25	223.91	0	5	5	3	6	3	4	4	4	3	5	6	wifi kept dropping; breakfast was great; okay overall
R002803	H016	Thu	Spring	Business	OTA	None	Standard	5	19	150.15	0	7	6	8	8	4	5	9	4	7	6	7	staff was friendly; okay overall
R002804	H002	Thu	Fall	Leisure	OTA	None	Standard	1	23	168.46	0	4	4	4	1	2	4	5	3	7	4	3	mobile check-in worked well; internet was reliable; needs improvement
R002805	H006	Thu	Spring	Business	Direct	Silver	Standard	3	8	86.9	0	5	6	3	5	7	5	8	3	6	5	4	took too long to address; long line at check-in; met expectations
R002806	H010	Fri	Spring	Business	OTA	None	Suite	4	19	135.08	0	8	10	9	9	8	10	7	9	7	8	8	bathroom could be cleaner; breakfast was great; okay overall
R002807	H010	Fri	Fall	Business	Corporate	Diamond	Standard	7	19	154.6	0	7	7	5	7	8	5	6	7	6	7	6	maintenance fixed it; front desk was unhelpful; okay overall
R002808	H004	Thu	Fall	Leisure	Direct	Diamond	Premium	1	33	213.0	0	6	4	9	5	3	6	7	7	5	6	5	good value; okay overall
R002809	H010	Fri	Spring	Business	Group	Diamond	Standard	5	28	132.62	0	9	9	10	10	10	8	10	8	8	10	10	quiet at night; would definitely return
R002810	H018	Thu	Summer	Business	Direct	None	Premium	1	9	112.84	0	5	6	4	4	4	2	5	5	1	4	5	street noise was noticeable; needs improvement
R002811	H005	Fri	Fall	Business	Direct	Gold	Premium	4	24	220.46	0	9	10	9	10	10	8	10	10	8	10	7	room felt small; great stay overall
R002812	H003	Tue	Summer	Leisure	OTA	Silver	Premium	5	9	149.64	0	2	2	2	3	1	1	4	1	4	3	2	maintenance fixed it; not what I expected
R002813	H008	Thu	Summer	Leisure	Corporate	None	Standard	1	0	124.66	0	3	3	1	2	3	3	3	3	1	2	2	hallways felt dirty; needs improvement
R002814	H010	Thu	Summer	Business	Direct	None	Standard	6	39	223.74	0	7	8	5	7	7	6	6	9	10	8	7	good coffee; okay overall
R002815	H006	Wed	Fall	Business	OTA	None	Premium	7	14	202.53	0	2	3	3	4	5	2	3	2	2	2	3	quiet at night; great service from the team; won’t be back
R002816	H003	Mon	Summer	Leisure	Direct	None	Standard	3	30	162.55	0	2	5	2	1	4	1	2	1	5	4	2	took too long to address; slow response from staff; won’t be back
R002817	H002	Thu	Winter	Business	OTA	Diamond	Standard	6	10	153.92	0	5	5	6	4	4	3	5	7	6	5	5	AC was loud; wifi kept dropping; okay overall
R002818	H016	Mon	Summer	Leisure	OTA	Gold	Standard	4	8	197.77	0	10	10	10	8	8	10	10	7	9	9	9	reasonable rate; would definitely return
R002819	H003	Wed	Summer	Business	Group	None	Standard	7	11	207.33	1	3	3	1	4	1	3	4	5	2	1	2	check-in was quick; not what I expected
R002820	H006	Wed	Summer	Leisure	OTA	Silver	Standard	5	21	187.53	1	2	2	3	3	4	2	3	3	4	1	1	hallways felt dirty; won’t be back
